%time,field.header.seq,field.header.stamp,field.header.frame_id,field.drive.steering_angle,field.drive.steering_angle_velocity,field.drive.speed,field.drive.acceleration,field.drive.jerk
1.74249526301675E+018,19716,0,,0,0,0,0,0
1.74249526304188E+018,19717,0,,0,0,0.216711938381,0,0
1.74249526307188E+018,19718,0,,0,0,0.516243100166,0,0
1.74249526309981E+018,19719,0,,0,0,0.541204035282,0,0
1.7424952631175E+018,19720,0,,0,0,0.541204035282,0,0
1.7424952631467E+018,19721,0,,0,0,0.541204035282,0,0
1.74249526316738E+018,19722,0,,0,0,0.591125845909,0,0
1.7424952631921E+018,19723,0,,0,0,0.591125845909,0,0
1.74249526321756E+018,19724,0,,0,0,0.591125845909,0,0
1.74249526324314E+018,19725,0,,0,0,0.591125845909,0,0
1.7424952632705E+018,19726,0,,0,0,0.591125845909,0,0
1.74249526329817E+018,19727,0,,0,0,0.591125845909,0,0
1.74249526331681E+018,19728,0,,0,0,0.591125845909,0,0
1.74249526334584E+018,19729,0,,0,0,0.616086781025,0,0
1.74249526337456E+018,19730,0,,0,0,0.616086781025,0,0
1.74249526339215E+018,19731,0,,0,0,0.666008651257,0,0
1.74249526341762E+018,19732,0,,0,0,0.666008651257,0,0
1.74249526344745E+018,19733,0,,0,0,0.666008651257,0,0
1.74249526347023E+018,19734,0,,0,0,0.666008651257,0,0
1.74249526349362E+018,19735,0,,0,0,0.666008651257,0,0
1.74249526351839E+018,19736,0,,0,0,0.666008651257,0,0
1.74249526354297E+018,19737,0,,0,0,0.666008651257,0,0
1.74249526357417E+018,19738,0,,0,0,0.666008651257,0,0
1.74249526359268E+018,19739,0,,0,0,0.666008651257,0,0
1.74249526362385E+018,19740,0,,0,0,0.666008651257,0,0
1.74249526364211E+018,19741,0,,0,0,0.666008651257,0,0
1.74249526367306E+018,19742,0,,0,0,0.666008651257,0,0
1.74249526369188E+018,19743,0,,0,0,0.666008651257,0,0
1.74249526372265E+018,19744,0,,0,0,0.666008651257,0,0
1.7424952637522E+018,19745,0,,0,0,0.666008651257,0,0
1.74249526376686E+018,19746,0,,0,0,0.666008651257,0,0
1.7424952637987E+018,19747,0,,0,0,0.666008651257,0,0
1.74249526381703E+018,19748,0,,0,0,0.666008651257,0,0
1.74249526384934E+018,19749,0,,0,0,0.666008651257,0,0
1.7424952638669E+018,19750,0,,0,0,0.666008651257,0,0
1.74249526389804E+018,19751,0,,0,0,0.715930461884,0,0
1.74249526392294E+018,19752,0,,0,0,0.740891456604,0,0
1.742495263943E+018,19753,0,,0,0,0.740891456604,0,0
1.74249526397108E+018,19754,0,,0,0,0.790813326836,0,0
1.74249526399284E+018,19755,0,,0,0,0.790813326836,0,0
1.74249526401686E+018,19756,0,,0,0,0.790813326836,0,0
1.74249526404838E+018,19757,0,,0,0,0.790813326836,0,0
1.74249526406676E+018,19758,0,,0,0,0.790813326836,0,0
1.74249526409791E+018,19759,0,,0,0,0.790813326836,0,0
1.74249526412124E+018,19760,0,,0,0,0.790813326836,0,0
